Jan  1 00:00:12 pidap kern.info kernel: [    0.089571] DMA: preallocated 2048 KiB pool for atomic coherent allocations
Jan  1 00:00:12 pidap kern.info kernel: [    0.094083] audit: initializing netlink subsys (disabled)
Jan  1 00:00:12 pidap kern.info kernel: [    0.095370] thermal_sys: Registered thermal governor 'step_wise'
Jan  1 00:00:12 pidap kern.info kernel: [    0.095756] hw-breakpoint: found 6 breakpoint and 1 watchpoint registers.
Jan  1 00:00:12 pidap kern.info kernel: [    0.095842] hw-breakpoint: maximum watchpoint size is 4 bytes.
Jan  1 00:00:12 pidap kern.info kernel: [    0.096215] Serial: AMBA PL011 UART driver
Jan  1 00:00:12 pidap kern.notice kernel: [    0.100526] audit: type=2000 audit(0.090:1): state=initialized audit_enabled=0 res=1
Jan  1 00:00:12 pidap kern.info kernel: [    0.104601] bcm2835-mbox 2000b880.mailbox: mailbox enabled
Jan  1 00:00:12 pidap kern.info kernel: [    0.120582] raspberrypi-firmware soc:firmware: Attached to firmware from 2025-12-08T19:42:39, variant start
Jan  1 00:00:12 pidap kern.info kernel: [    0.130608] raspberrypi-firmware soc:firmware: Firmware hash is 2226a853bb9f5fd80392e3a4a89e457aeca88008
Jan  1 00:00:12 pidap kern.info kernel: [    0.145253] kprobes: kprobe jump-optimization is enabled. All kprobes are optimized if possible.
Jan  1 00:00:12 pidap kern.info kernel: [    0.153566] bcm2835-dma 20007000.dma-controller: DMA legacy API manager, dmachans=0x1
Jan  1 00:00:12 pidap kern.notice kernel: [    0.155691] SCSI subsystem initialized
Jan  1 00:00:12 pidap kern.info kernel: [    0.156101] usbcore: registered new interface driver usbfs
Jan  1 00:00:12 pidap kern.info kernel: [    0.156222] usbcore: registered new interface driver hub
Jan  1 00:00:12 pidap kern.info kernel: [    0.156329] usbcore: registered new device driver usb
Jan  1 00:00:12 pidap kern.info kernel: [    0.156993] pps_core: LinuxPPS API ver. 1 registered
Jan  1 00:00:12 pidap kern.info kernel: [    0.157049] pps_core: Software ver. 5.3.6 - Copyright 2005-2007 Rodolfo Giometti <giometti@linux.it>
Jan  1 00:00:12 pidap kern.info kernel: [    0.157132] PTP clock support registered
Jan  1 00:00:12 pidap kern.info kernel: [    0.157506] Advanced Linux Sound Architecture Driver Initialized.
Jan  1 00:00:12 pidap kern.info kernel: [    0.171914] clocksource: Switched to clocksource timer
Jan  1 00:00:12 pidap kern.notice kernel: [    0.172689] VFS: Disk quotas dquot_6.6.0
Jan  1 00:00:12 pidap kern.info kernel: [    0.172806] VFS: Dquot-cache hash table entries: 1024 (order 0, 4096 bytes)
Jan  1 00:00:12 pidap kern.info kernel: [    0.203214] NET: Registered PF_INET protocol family
Jan  1 00:00:12 pidap kern.info kernel: [    0.203525] IP idents hash table entries: 4096 (order: 3, 32768 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212401] tcp_listen_portaddr_hash hash table entries: 1024 (order: 0, 4096 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212507] Table-perturb hash table entries: 65536 (order: 6, 262144 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212565] TCP established hash table entries: 2048 (order: 1, 8192 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212632] TCP bind hash table entries: 2048 (order: 2, 16384 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212706] TCP: Hash tables configured (established 2048 bind 2048)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212846] UDP hash table entries: 256 (order: 0, 4096 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.212912] UDP-Lite hash table entries: 256 (order: 0, 4096 bytes, linear)
Jan  1 00:00:12 pidap kern.info kernel: [    0.213235] NET: Registered PF_UNIX/PF_LOCAL protocol family
Jan  1 00:00:12 pidap kern.info kernel: [    0.214188] RPC: Registered named UNIX socket transport module.
Jan  1 00:00:12 pidap kern.info kernel: [    0.214261] RPC: Registered udp transport module.
Jan  1 00:00:12 pidap kern.info kernel: [    0.214289] RPC: Registered tcp transport module.
Jan  1 00:00:12 pidap kern.info kernel: [    0.214314] RPC: Registered tcp-with-tls transport module.
Jan  1 00:00:12 pidap kern.info kernel: [    0.214340] RPC: Registered tcp NFSv4.1 backchannel transport module.
Jan  1 00:00:12 pidap kern.notice kernel: [    1.932293] Initialise system trusted keyrings
Jan  1 00:00:12 pidap kern.info kernel: [    1.932821] workingset: timestamp_bits=14 max_order=17 bucket_order=3
Jan  1 00:00:12 pidap kern.notice kernel: [    1.935234] NFS: Registering the id_resolver key type
Jan  1 00:00:12 pidap kern.notice kernel: [    1.935358] Key type id_resolver registered
Jan  1 00:00:12 pidap kern.notice kernel: [    1.935392] Key type id_legacy registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.935480] nfs4filelayout_init: NFSv4 File Layout Driver Registering...
Jan  1 00:00:12 pidap kern.info kernel: [    1.935522] nfs4flexfilelayout_init: NFSv4 Flexfile Layout Driver Registering...
Jan  1 00:00:12 pidap kern.notice kernel: [    1.936624] Key type asymmetric registered
Jan  1 00:00:12 pidap kern.notice kernel: [    1.936697] Asymmetric key parser 'x509' registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.936857] Block layer SCSI generic (bsg) driver version 0.4 loaded (major 247)
Jan  1 00:00:12 pidap kern.info kernel: [    1.936909] io scheduler mq-deadline registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.936941] io scheduler kyber registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.937060] io scheduler bfq registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.939980] pinctrl-bcm2835 20200000.gpio: GPIO_OUT persistence: yes
Jan  1 00:00:12 pidap kern.info kernel: [    1.942454] ledtrig-cpu: registered to indicate activity on CPUs
Jan  1 00:00:12 pidap kern.info kernel: [    1.943637] simple-framebuffer 1eadd000.framebuffer: framebuffer at 0x1eadd000, 0x10a800 bytes
Jan  1 00:00:12 pidap kern.info kernel: [    1.943725] simple-framebuffer 1eadd000.framebuffer: format=a8r8g8b8, mode=656x416x32, linelength=2624
Jan  1 00:00:12 pidap kern.info kernel: [    1.944151] simple-framebuffer 1eadd000.framebuffer: fb0: simplefb registered!
Jan  1 00:00:12 pidap kern.info kernel: [    1.950480] bcm2835-rng 20104000.rng: hwrng registered
Jan  1 00:00:12 pidap kern.info kernel: [    1.951047] vc-mem: phys_addr:0x00000000 mem_base=0x1ec00000 mem_size:0x20000000(512 MiB)
Jan  1 00:00:12 pidap kern.info kernel: [    1.969288] brd: module loaded
Jan  1 00:00:12 pidap kern.info kernel: [    1.978569] loop: module loaded
Jan  1 00:00:12 pidap kern.info kernel: [    1.979614] Loading iSCSI transport class v2.0-870.
Jan  1 00:00:12 pidap kern.info kernel: [    1.982115] usbcore: registered new interface driver rtl8150
Jan  1 00:00:12 pidap kern.info kernel: [    1.982239] usbcore: registered new device driver r8152-cfgselector
Jan  1 00:00:12 pidap kern.info kernel: [    1.982363] usbcore: registered new interface driver r8152
Jan  1 00:00:12 pidap kern.info kernel: [    1.982478] usbcore: registered new interface driver lan78xx
Jan  1 00:00:12 pidap kern.info kernel: [    1.982593] usbcore: registered new interface driver asix
Jan  1 00:00:12 pidap kern.info kernel: [    1.982708] usbcore: registered new interface driver ax88179_178a
Jan  1 00:00:12 pidap kern.info kernel: [    1.982823] usbcore: registered new interface driver cdc_ether
Jan  1 00:00:12 pidap kern.info kernel: [    1.982968] usbcore: registered new interface driver dm9601
Jan  1 00:00:12 pidap kern.info kernel: [    1.983086] usbcore: registered new interface driver sr9700
Jan  1 00:00:12 pidap kern.info kernel: [    1.983202] usbcore: registered new interface driver smsc75xx
Jan  1 00:00:12 pidap kern.info kernel: [    1.983319] usbcore: registered new interface driver smsc95xx
Jan  1 00:00:12 pidap kern.info kernel: [    1.983448] usbcore: registered new interface driver rndis_host
Jan  1 00:00:12 pidap kern.info kernel: [    1.983566] usbcore: registered new interface driver r8153_ecm
Jan  1 00:00:12 pidap kern.info kernel: [    1.983605] dwc_otg: version 3.00a 10-AUG-2012 (platform bus)
Jan  1 00:00:12 pidap kern.debug kernel: [    1.983806] dwc_otg: FIQ enabled
Jan  1 00:00:12 pidap kern.debug kernel: [    1.983824] dwc_otg: NAK holdoff enabled
Jan  1 00:00:12 pidap kern.debug kernel: [    1.983834] dwc_otg: FIQ split-transaction FSM enabled
Jan  1 00:00:12 pidap kern.debug kernel: [    1.983854] Module dwc_common_port init
Jan  1 00:00:12 pidap kern.warn kernel: [    2.512439] dwc2 20980000.usb: supply vusb_d not found, using dummy regulator
Jan  1 00:00:12 pidap kern.warn kernel: [    2.512805] dwc2 20980000.usb: supply vusb_a not found, using dummy regulator
Jan  1 00:00:12 pidap kern.info kernel: [    2.565128] dwc2 20980000.usb: DWC OTG Controller
Jan  1 00:00:12 pidap kern.info kernel: [    2.565267] dwc2 20980000.usb: new USB bus registered, assigned bus number 1
Jan  1 00:00:12 pidap kern.info kernel: [    2.565361] dwc2 20980000.usb: irq 33, io mem 0x20980000
Jan  1 00:00:12 pidap kern.info kernel: [    2.565784] usb usb1: New USB device found, idVendor=1d6b, idProduct=0002, bcdDevice= 6.12
Jan  1 00:00:12 pidap kern.info kernel: [    2.565850] usb usb1: New USB device strings: Mfr=3, Product=2, SerialNumber=1
Jan  1 00:00:12 pidap kern.info kernel: [    2.565891] usb usb1: Product: DWC OTG Controller
Jan  1 00:00:12 pidap kern.info kernel: [    2.565923] usb usb1: Manufacturer: Linux 6.12.61 dwc2_hsotg
Jan  1 00:00:12 pidap kern.info kernel: [    2.565956] usb usb1: SerialNumber: 20980000.usb
Jan  1 00:00:12 pidap kern.info kernel: [    2.567075] hub 1-0:1.0: USB hub found
Jan  1 00:00:12 pidap kern.info kernel: [    2.567223] hub 1-0:1.0: 1 port detected
Jan  1 00:00:12 pidap kern.info kernel: [    2.568738] usbcore: registered new interface driver usb-storage
Jan  1 00:00:12 pidap kern.info kernel: [    2.569237] mousedev: PS/2 mouse device common for all mice
Jan  1 00:00:12 pidap kern.info kernel: [    2.569300] i2c_dev: i2c /dev entries driver
Jan  1 00:00:12 pidap kern.info kernel: [    2.572051] sdhci: Secure Digital Host Controller Interface driver
Jan  1 00:00:12 pidap kern.info kernel: [    2.572122] sdhci: Copyright(c) Pierre Ossman
Jan  1 00:00:12 pidap kern.info kernel: [    2.572548] sdhci-pltfm: SDHCI platform and OF driver helper
Jan  1 00:00:12 pidap kern.info kernel: [    2.572689] hid: raw HID events driver (C) Jiri Kosina
Jan  1 00:00:12 pidap kern.info kernel: [    2.572946] usbcore: registered new interface driver usbhid
Jan  1 00:00:12 pidap kern.info kernel: [    2.572990] usbhid: USB HID core driver
Jan  1 00:00:12 pidap kern.info kernel: [    2.573249] bcm2835_vchiq 2000b840.mailbox: there is not valid maps for state default
Jan  1 00:00:12 pidap kern.warn kernel: [    2.577560] armv6-pmu arm-pmu: hw perfevents: no irqs for PMU, sampling events not supported
Jan  1 00:00:12 pidap kern.info kernel: [    2.577821] hw perfevents: enabled with armv6_1176 PMU driver, 3 (00000007) counters available
Jan  1 00:00:12 pidap kern.info kernel: [    2.582467] Initializing XFRM netlink socket
Jan  1 00:00:12 pidap kern.info kernel: [    2.582647] NET: Registered PF_PACKET protocol family
Jan  1 00:00:12 pidap kern.notice kernel: [    2.582808] Key type dns_resolver registered
Jan  1 00:00:12 pidap kern.info kernel: [    2.613992] registered taskstats version 1
Jan  1 00:00:12 pidap kern.notice kernel: [    2.614222] Loading compiled-in X.509 certificates
Jan  1 00:00:12 pidap kern.info kernel: [    2.635115] pl011-axi 20201000.serial: cts_event_workaround enabled
Jan  1 00:00:12 pidap kern.info kernel: [    2.635910] 20201000.serial: ttyAMA0 at MMIO 0x20201000 (irq = 81, base_baud = 0) is a PL011 AXI
Jan  1 00:00:12 pidap kern.info kernel: [    2.636035] printk: legacy console [ttyAMA0] enabled
Jan  1 00:00:12 pidap kern.info kernel: [    3.619614] bcm2835-wdt bcm2835-wdt: Broadcom BCM2835 watchdog timer
Jan  1 00:00:12 pidap kern.info kernel: [    3.627281] bcm2835-power bcm2835-power: Broadcom BCM2835 power domains driver
Jan  1 00:00:12 pidap kern.info kernel: [    3.646663] of_cfs_init
Jan  1 00:00:12 pidap kern.info kernel: [    3.649313] of_cfs_init: OK
Jan  1 00:00:12 pidap kern.info kernel: [    3.729397] sdhost-bcm2835 20202000.mmc: loaded - DMA enabled (>1)
Jan  1 00:00:12 pidap kern.info kernel: [    3.736107] Trying to probe devices needed for running init ...
Jan  1 00:00:12 pidap kern.info kernel: [    3.801975] usb 1-1: new high-speed USB device number 2 using dwc2
Jan  1 00:00:12 pidap kern.warn kernel: [    3.940211] mmc0: host does not support reading read-only switch, assuming write-enable
Jan  1 00:00:12 pidap kern.info kernel: [    3.953368] mmc0: new high speed SDXC card at address aaaa
Jan  1 00:00:12 pidap kern.info kernel: [    3.959972] mmcblk0: mmc0:aaaa SR128 119 GiB
Jan  1 00:00:12 pidap kern.info kernel: [    3.967892]  mmcblk0: p1 p2 p3
Jan  1 00:00:12 pidap kern.info kernel: [    3.972223] mmcblk0: mmc0:aaaa SR128 119 GiB (quirks 0x00004000)
Jan  1 00:00:12 pidap kern.info kernel: [    4.012372] usb 1-1: New USB device found, idVendor=1a40, idProduct=0101, bcdDevice= 1.11
Jan  1 00:00:12 pidap kern.info kernel: [    4.020638] usb 1-1: New USB device strings: Mfr=0, Product=1, SerialNumber=0
Jan  1 00:00:12 pidap kern.info kernel: [    4.027854] usb 1-1: Product: USB 2.0 Hub
Jan  1 00:00:12 pidap kern.info kernel: [    4.032771] hub 1-1:1.0: USB hub found
Jan  1 00:00:12 pidap kern.info kernel: [    4.036708] hub 1-1:1.0: 4 ports detected
Jan  1 00:00:12 pidap kern.info kernel: [    4.451971] usb 1-1.2: new low-speed USB device number 3 using dwc2
Jan  1 00:00:12 pidap kern.info kernel: [    4.677744] usb 1-1.2: New USB device found, idVendor=046d, idProduct=c31c, bcdDevice=64.00
Jan  1 00:00:12 pidap kern.info kernel: [    4.686251] usb 1-1.2: New USB device strings: Mfr=1, Product=2, SerialNumber=0
Jan  1 00:00:12 pidap kern.info kernel: [    4.693638] usb 1-1.2: Product: USB Keyboard
Jan  1 00:00:12 pidap kern.info kernel: [    4.697949] usb 1-1.2: Manufacturer: Logitech
Jan  1 00:00:12 pidap kern.info kernel: [    4.711625] input: Logitech USB Keyboard as /devices/platform/soc/20980000.usb/usb1/1-1/1-1.2/1-1.2:1.0/0003:046D:C31C.0001/input/input0
Jan  1 00:00:12 pidap kern.info kernel: [    4.783338] hid-generic 0003:046D:C31C.0001: input,hidraw0: USB HID v1.10 Keyboard [Logitech USB Keyboard] on usb-20980000.usb-1.2/input0
Jan  1 00:00:12 pidap kern.info kernel: [    4.805017] input: Logitech USB Keyboard Consumer Control as /devices/platform/soc/20980000.usb/usb1/1-1/1-1.2/1-1.2:1.1/0003:046D:C31C.0002/input/input1
Jan  1 00:00:12 pidap kern.info kernel: [    4.872626] input: Logitech USB Keyboard System Control as /devices/platform/soc/20980000.usb/usb1/1-1/1-1.2/1-1.2:1.1/0003:046D:C31C.0002/input/input2
Jan  1 00:00:12 pidap kern.info kernel: [    4.887093] hid-generic 0003:046D:C31C.0002: input,hidraw1: USB HID v1.10 Device [Logitech USB Keyboard] on usb-20980000.usb-1.2/input1
Jan  1 00:00:12 pidap kern.info kernel: [    5.092010] usb 1-1.4: new high-speed USB device number 4 using dwc2
Jan  1 00:00:12 pidap kern.info kernel: [    5.313535] usb 1-1.4: New USB device found, idVendor=0bda, idProduct=8152, bcdDevice=20.00
Jan  1 00:00:12 pidap kern.info kernel: [    5.322069] usb 1-1.4: New USB device strings: Mfr=1, Product=2, SerialNumber=3
Jan  1 00:00:12 pidap kern.info kernel: [    5.329455] usb 1-1.4: Product: USB 10/100 LAN
Jan  1 00:00:12 pidap kern.info kernel: [    5.334005] usb 1-1.4: Manufacturer: Realtek
Jan  1 00:00:12 pidap kern.info kernel: [    5.338322] usb 1-1.4: SerialNumber: 00E04C360245
Jan  1 00:00:12 pidap kern.info kernel: [    5.521983] r8152-cfgselector 1-1.4: reset high-speed USB device number 4 using dwc2
Jan  1 00:00:12 pidap kern.info kernel: [    5.773770] r8152 1-1.4:1.0: skip request firmware
Jan  1 00:00:12 pidap kern.info kernel: [    5.803588] r8152 1-1.4:1.0 eth0: v1.12.13
Jan  1 00:00:12 pidap kern.info kernel: [    8.343870] r8152 1-1.4:1.0 eth0: carrier on
Jan  1 00:00:12 pidap kern.info kernel: [    8.371957] IP-Config: Complete:
Jan  1 00:00:12 pidap kern.info kernel: [    8.375254]      device=eth0, hwaddr=00:e0:4c:36:02:45, ipaddr=192.168.0.31, mask=255.255.0.0, gw=192.168.0.69
Jan  1 00:00:12 pidap kern.info kernel: [    8.385413]      host=pidap, domain=, nis-domain=(none)
Jan  1 00:00:12 pidap kern.info kernel: [    8.390713]      bootserver=255.255.255.255, rootserver=192.168.0.69, rootpath=
Jan  1 00:00:12 pidap kern.info kernel: [    8.392158] clk: Disabling unused clocks
Jan  1 00:00:12 pidap kern.info kernel: [    8.404450] PM: genpd: Disabling unused power domains
Jan  1 00:00:12 pidap kern.info kernel: [    8.409727] ALSA device list:
Jan  1 00:00:12 pidap kern.info kernel: [    8.412971]   #0: snd_rpi_hifiberry_dac
Jan  1 00:00:12 pidap kern.info kernel: [    8.417229] Waiting 3 sec before mounting root device...
Jan  1 00:00:12 pidap kern.info kernel: [   11.480477] VFS: Mounted root (nfs filesystem) on device 0:18.
Jan  1 00:00:12 pidap kern.info kernel: [   11.488232] devtmpfs: mounted
Jan  1 00:00:12 pidap kern.info kernel: [   11.495619] Freeing unused kernel image (initmem) memory: 496K
Jan  1 00:00:12 pidap kern.warn kernel: [   11.501568] Kernel memory protection not selected by kernel config.
Jan  1 00:00:12 pidap kern.info kernel: [   11.508000] Run /sbin/init as init process
Jan  1 00:00:12 pidap kern.debug kernel: [   11.512241]   with arguments:
Jan  1 00:00:12 pidap kern.debug kernel: [   11.512259]     /sbin/init
Jan  1 00:00:12 pidap kern.debug kernel: [   11.512271]   with environment:
Jan  1 00:00:12 pidap kern.debug kernel: [   11.512281]     HOME=/
Jan  1 00:00:12 pidap kern.debug kernel: [   11.512291]     TERM=linux
Jan  1 00:00:12 pidap kern.warn kernel: [   12.532712] FAT-fs (mmcblk0p3): Volume was not properly unmounted. Some data may be corrupt. Please run fsck.
Jan  1 00:00:16 pidap kern.warn kernel: [   16.269055] panel-mipi-dbi-spi spi0.1: supply power not found, using dummy regulator
Jan  1 00:00:16 pidap kern.warn kernel: [   16.277675] panel-mipi-dbi-spi spi0.1: supply io not found, using dummy regulator
Jan  1 00:00:16 pidap kern.info kernel: [   16.299271] [drm] Initialized panel-mipi-dbi 1.0.0 for spi0.1 on minor 0
Jan  1 00:00:16 pidap kern.info kernel: [   16.817750] Console: switching to colour frame buffer device 30x40
Jan  1 00:00:16 pidap kern.info kernel: [   16.867165] panel-mipi-dbi-spi spi0.1: [drm] fb1: panel-mipi-dbid frame buffer device
Jan  1 00:00:17 pidap cron.info crond[117]: crond (busybox 1.38.0) started, log level 8
Jan  1 00:00:23 pidap auth.info sshd[122]: Server listening on 0.0.0.0 port 22.
Jan  1 00:00:23 pidap daemon.info : starting pid 127, tty '/dev/tty1': '/sbin/getty -L tty1 0 vt100'
Jan  1 00:00:23 pidap daemon.info : starting pid 128, tty '/dev/ttyAMA0': '/sbin/getty -L ttyAMA0 115200 vt100'
Jan  1 00:04:17 pidap kern.info kernel: [  257.257794] NET: Registered PF_INET6 protocol family
Jan  1 00:04:17 pidap kern.info kernel: [  257.267972] Segment Routing with IPv6
Jan  1 00:04:17 pidap kern.info kernel: [  257.281123] In-situ OAM (IOAM) with IPv6
Jan  1 00:04:21 pidap auth.info sshd-session[305]: Accepted password for root from 192.168.0.69 port 36578 ssh2
Jan  1 00:05:30 pidap auth.info sshd-session[318]: Accepted password for root from 192.168.0.69 port 59346 ssh2
Jan  1 00:05:31 pidap auth.info sshd-session[320]: Received disconnect from 192.168.0.69 port 59346:11: disconnected by user
Jan  1 00:05:31 pidap auth.info sshd-session[320]: Disconnected from user root 192.168.0.69 port 59346
